Id,Fecha,Estación,Tipo_Combustible,Litros_Vendidos,Precio_Unitario,Total_Venta,Tipo_Vehículo,Monto_Pagado,Método_Pago,Placa_Vehículo,Hora_Venta,Cliente_Frecuente
2368,01-31-25,TEISA 1,Diésel,104.61,1.8,188.3,Bus,188.29,Tarjeta,Unidad 202,21.0:26,Sí
2369,01-31-25,TEISA 1,Extra,69.11,2.4,165.86,Bus,165.87,Efectivo,Unidad 303,5.0:59,Sí
2370,01-31-25,TEISA 2,Súper,53.0,3.1,164.3,Bus,164.31,Transferencia,Unidad 101,9.0:55,Sí
2371,01-31-25,TEISA 1,Diésel,38.56,1.8,69.41,Bus,69.4,Efectivo,XYZ-5678,18.0000000,No
2372,02-01-25,TEISA 1,Súper,14.75,3.1,45.73,Camioneta,45.71,Tarjeta,KLM-4321,11.000002,No
2373,02-01-25,TEISA 2,Diésel,80.07,1.8,144.13,Bus,144.12,Tarjeta,Unidad 202,10.0:14,Sí
2374,02-01-25,TEISA 1,Diésel,106.93,1.8,192.47,Bus,192.48,Transferencia,Unidad 101,15.0:58,Sí
2375,02-01-25,TEISA 1,Diésel,24.37,1.8,43.87,Camioneta,43.87,Transferencia,XYZ-5678,7.0:43,Sí
2376,02-02-25,TEISA 1,Súper,11.0,3.1,34.1,Bus,34.1,Tarjeta,XYZ-5678,18.0:31,No
2377,02-02-25,TEISA 1,Extra,10.32,2.4,24.77,Sedán,24.77,Tarjeta,TUV-8765,19.0:19,No
2378,02-02-25,TEISA 1,Extra,18.13,2.4,43.51,Sedán,43.51,Transferencia,KLM-4321,17.0000000,No
2379,02-02-25,TEISA 2,Diésel,38.56,1.8,69.41,Camioneta,69.4,Tarjeta,ABC-1234,16.000004,No
2380,02-02-25,TEISA 1,Diésel,13.69,1.8,24.64,SUV,24.65,Efectivo,TUV-8765,7.0:33,Sí
2381,02-02-25,TEISA 2,Súper,32.31,3.1,100.16,Bus,100.16,Efectivo,Unidad 303,20.0:58,Sí
2382,02-02-25,TEISA 1,Súper,7.06,3.1,21.89,Camioneta,21.89,Transferencia,ABC-1234,10.0:31,No
2383,02-03-25,TEISA 1,Diésel,19.94,1.8,35.89,SUV,35.89,Tarjeta,TUV-8765,19.0:51,No
2384,02-03-25,TEISA 1,Diésel,32.21,1.8,57.98,SUV,57.97,Tarjeta,XYZ-5678,0.0:22,Sí
2385,02-03-25,TEISA 1,Diésel,10.24,1.8,18.43,Bus,18.43,Efectivo,ABC-1234,5.0000000,No
2386,02-03-25,TEISA 1,Extra,13.33,2.4,31.99,Bus,32.0,Transferencia,TUV-8765,9.0:39,Sí
2387,02-03-25,TEISA 1,Súper,50.97,3.1,158.01,Bus,158.01,Transferencia,Unidad 404,18.0000000,Sí
2388,02-03-25,TEISA 1,Súper,14.51,3.1,44.98,Motocicleta,44.97,Tarjeta,KLM-4321,17.0:44,Sí
2389,02-03-25,TEISA 1,Extra,16.38,2.4,39.31,Bus,39.32,Transferencia,XYZ-5678,5.000008,No
2390,02-03-25,TEISA 2,Diésel,38.07,1.8,68.53,Sedán,68.52,Transferencia,ABC-1234,6.0:14,Sí
2391,02-04-25,TEISA 1,Súper,14.28,3.1,44.27,Camioneta,44.26,Transferencia,TUV-8765,12.0:39,No
2392,02-04-25,TEISA 1,Extra,51.75,2.4,124.2,Bus,124.19,Efectivo,Unidad 202,10.0:13,Sí
2393,02-04-25,TEISA 1,Extra,27.93,2.4,67.03,Bus,67.04,Efectivo,ABC-1234,15.0:23,Sí
2394,02-04-25,TEISA 2,Súper,25.35,3.1,78.59,Motocicleta,78.6,Tarjeta,XYZ-5678,17.0:49,No
2395,02-04-25,TEISA 1,Súper,9.5,3.1,29.45,Sedán,29.46,Efectivo,XYZ-5678,12.0:37,No
2396,02-05-25,TEISA 2,Diésel,15.32,1.8,27.58,Motocicleta,27.57,Efectivo,TUV-8765,16.0:35,Sí
2397,02-05-25,TEISA 1,Extra,63.75,2.4,153.0,Bus,153.01,Transferencia,Unidad 101,15.0:35,Sí
2398,02-05-25,TEISA 1,Extra,4.8,2.4,11.52,SUV,11.52,Transferencia,ABC-1234,14.0000000,Sí
2399,02-05-25,TEISA 1,Súper,9.17,3.1,28.43,Camioneta,28.44,Transferencia,ABC-1234,19.0:11,No
2400,02-05-25,TEISA 1,Extra,15.4,2.4,36.96,Motocicleta,36.97,Efectivo,KLM-4321,5.0:43,Sí
2401,02-06-25,TEISA 1,Extra,63.56,2.4,152.54,Bus,152.54,Efectivo,Unidad 404,11.0:33,Sí
2402,02-06-25,TEISA 1,Extra,79.0,2.4,189.6,Bus,189.6,Tarjeta,Unidad 303,9.0:33,Sí
2403,02-06-25,TEISA 1,Súper,43.03,3.1,133.39,Bus,133.4,Tarjeta,Unidad 202,20.0:12,Sí
2404,02-06-25,TEISA 1,Diésel,8.34,1.8,15.01,SUV,15.02,Transferencia,ABC-1234,21.0:32,Sí
2405,02-07-25,TEISA 1,Extra,44.76,2.4,107.42,Bus,107.42,Tarjeta,Unidad 101,14.0:45,Sí
2406,02-07-25,TEISA 2,Diésel,35.06,1.8,63.11,Sedán,63.1,Tarjeta,TUV-8765,19.000005,Sí
2407,02-07-25,TEISA 1,Extra,19.38,2.4,46.51,Motocicleta,46.5,Transferencia,TUV-8765,14.0:11,Sí
2408,02-07-25,TEISA 1,Extra,31.27,2.4,75.05,Bus,75.05,Tarjeta,TUV-8765,18.0:43,Sí
2409,02-07-25,TEISA 1,Súper,5.5,3.1,17.05,Motocicleta,17.04,Transferencia,KLM-4321,0.0:22,Sí
2410,02-08-25,TEISA 1,Diésel,34.41,1.8,61.94,Motocicleta,61.93,Efectivo,KLM-4321,14.000004,No
2411,02-08-25,TEISA 1,Extra,78.4,2.4,188.16,Bus,188.15,Tarjeta,Unidad 404,19.0:46,Sí
2412,02-08-25,TEISA 1,Diésel,16.21,1.8,29.18,Motocicleta,29.17,Tarjeta,KLM-4321,20.0:51,Sí
2413,02-08-25,TEISA 2,Diésel,37.21,1.8,66.98,Motocicleta,66.97,Efectivo,TUV-8765,21.0:39,Sí
2414,02-08-25,TEISA 2,Extra,22.91,2.4,54.98,Motocicleta,54.98,Tarjeta,TUV-8765,5.0:41,No
2415,02-08-25,TEISA 2,Diésel,33.51,1.8,60.32,Camioneta,60.32,Tarjeta,TUV-8765,12.0:14,No
2416,02-08-25,TEISA 1,Diésel,20.87,1.8,37.57,Camioneta,37.57,Tarjeta,XYZ-5678,17.0:55,No
2417,02-09-25,TEISA 2,Súper,16.95,3.1,52.55,Motocicleta,52.54,Transferencia,KLM-4321,21.0:44,Sí
2418,02-09-25,TEISA 1,Extra,21.28,2.4,51.07,Sedán,51.08,Efectivo,XYZ-5678,5.0:14,No
2419,02-09-25,TEISA 2,Extra,46.72,2.4,112.13,Bus,112.12,Tarjeta,Unidad 404,10.0:43,Sí
2420,02-09-25,TEISA 1,Extra,17.13,2.4,41.11,Bus,41.12,Tarjeta,XYZ-5678,6.0:17,Sí
2421,02-09-25,TEISA 1,Súper,9.37,3.1,29.05,Motocicleta,29.05,Transferencia,TUV-8765,6.0:24,Sí
2422,02-09-25,TEISA 1,Extra,62.3,2.4,149.52,Bus,149.52,Efectivo,Unidad 404,6.0:49,Sí
2423,02-09-25,TEISA 1,Extra,25.06,2.4,60.14,Sedán,60.15,Tarjeta,XYZ-5678,21.0:44,Sí
2424,02-10-25,TEISA 1,Súper,23.68,3.1,73.41,Camioneta,73.41,Efectivo,XYZ-5678,14.0:49,No
2425,02-10-25,TEISA 1,Extra,28.29,2.4,67.9,Bus,67.9,Transferencia,TUV-8765,14.0:59,Sí
2426,02-10-25,TEISA 2,Súper,25.59,3.1,79.33,Sedán,79.33,Efectivo,XYZ-5678,16.0:55,No
2427,02-10-25,TEISA 1,Diésel,98.84,1.8,177.91,Bus,177.92,Efectivo,Unidad 101,5.0:49,Sí
2428,02-11-25,TEISA 1,Súper,41.28,3.1,127.97,Bus,127.96,Efectivo,Unidad 404,9.0:34,Sí
2429,02-11-25,TEISA 2,Súper,53.3,3.1,165.23,Bus,165.22,Efectivo,Unidad 404,20.000009,Sí
2430,02-11-25,TEISA 1,Extra,58.75,2.4,141.0,Bus,141.0,Efectivo,Unidad 303,15.0:11,Sí
2431,02-11-25,TEISA 1,Súper,18.31,3.1,56.76,Camioneta,56.75,Tarjeta,TUV-8765,5.0:53,Sí
2432,02-11-25,TEISA 1,Súper,57.62,3.1,178.62,Bus,178.63,Transferencia,Unidad 101,7.0:42,Sí
2433,02-11-25,TEISA 1,Diésel,26.64,1.8,47.95,Motocicleta,47.96,Transferencia,KLM-4321,8.0:41,No
2434,02-12-25,TEISA 1,Súper,56.36,3.1,174.72,Bus,174.73,Transferencia,Unidad 101,5.0:54,Sí
2435,02-12-25,TEISA 1,Súper,10.71,3.1,33.2,SUV,33.19,Efectivo,KLM-4321,16.000007,No
2436,02-12-25,TEISA 1,Diésel,64.53,1.8,116.15,Bus,116.15,Efectivo,Unidad 303,6.0:48,Sí
2437,02-12-25,TEISA 1,Diésel,25.57,1.8,46.03,Motocicleta,46.03,Efectivo,KLM-4321,15.0:29,No
2438,02-13-25,TEISA 1,Súper,5.99,3.1,18.57,Motocicleta,18.56,Efectivo,ABC-1234,10.0:24,No
2439,02-13-25,TEISA 1,Súper,5.3,3.1,16.43,Motocicleta,16.44,Tarjeta,TUV-8765,6.0:15,No
2440,02-13-25,TEISA 1,Súper,21.05,3.1,65.26,Sedán,65.25,Tarjeta,XYZ-5678,14.0:35,No
2441,02-13-25,TEISA 1,Súper,15.94,3.1,49.41,Sedán,49.41,Efectivo,TUV-8765,6.0:39,No
2442,02-13-25,TEISA 1,Diésel,35.07,1.8,63.13,Sedán,63.13,Tarjeta,TUV-8765,12.0:44,Sí
2443,02-14-25,TEISA 1,Súper,58.88,3.1,182.53,Bus,182.52,Transferencia,Unidad 202,0.0:22,Sí
2444,02-14-25,TEISA 1,Extra,28.64,2.4,68.74,Bus,68.73,Efectivo,XYZ-5678,18.0:44,Sí
2445,02-14-25,TEISA 1,Súper,11.2,3.1,34.72,Bus,34.72,Tarjeta,TUV-8765,20.0:49,Sí
2446,02-14-25,TEISA 1,Extra,19.73,2.4,47.35,Sedán,47.34,Transferencia,KLM-4321,19.0:34,No
2447,02-14-25,TEISA 1,Extra,11.14,2.4,26.74,SUV,26.73,Tarjeta,ABC-1234,9.000007,No
2448,02-15-25,TEISA 1,Extra,49.58,2.4,118.99,Bus,118.99,Tarjeta,Unidad 101,15.0:37,Sí
2449,02-15-25,TEISA 1,Súper,17.91,3.1,55.52,Motocicleta,55.53,Tarjeta,ABC-1234,17.0:45,Sí
2450,02-15-25,TEISA 1,Diésel,62.06,1.8,111.71,Bus,111.7,Efectivo,Unidad 101,12.000001,Sí
2451,02-15-25,TEISA 1,Súper,16.81,3.1,52.11,Bus,52.11,Efectivo,TUV-8765,20.0:15,Sí
2452,02-15-25,TEISA 1,Extra,59.97,2.4,143.93,Bus,143.93,Efectivo,Unidad 404,20.0:54,Sí
2453,02-15-25,TEISA 2,Súper,5.14,3.1,15.93,SUV,15.93,Efectivo,KLM-4321,5.0:51,No
2454,02-15-25,TEISA 1,Diésel,103.28,1.8,185.9,Bus,185.9,Transferencia,Unidad 101,10.0:38,Sí
2455,02-15-25,TEISA 2,Súper,4.15,3.1,12.87,Camioneta,12.86,Efectivo,KLM-4321,12.0:41,Sí
2456,02-16-25,TEISA 1,Diésel,101.03,1.8,181.85,Bus,181.85,Transferencia,Unidad 101,19.000006,Sí
2457,02-16-25,TEISA 1,Súper,21.04,3.1,65.22,Motocicleta,65.21,Tarjeta,KLM-4321,21.0:38,No
2458,02-16-25,TEISA 1,Extra,16.15,2.4,38.76,Sedán,38.76,Transferencia,XYZ-5678,10.0:39,No
2459,02-16-25,TEISA 1,Extra,9.58,2.4,22.99,Bus,22.99,Tarjeta,ABC-1234,12.0:16,No
2460,02-16-25,TEISA 1,Diésel,5.87,1.8,10.57,Motocicleta,10.57,Tarjeta,KLM-4321,10.0:26,Sí
2461,02-17-25,TEISA 1,Extra,16.52,2.4,39.65,SUV,39.66,Tarjeta,TUV-8765,12.0:45,No
2462,02-17-25,TEISA 1,Diésel,34.07,1.8,61.33,SUV,61.33,Tarjeta,KLM-4321,11.0:52,No
2463,02-17-25,TEISA 1,Súper,6.85,3.1,21.23,Bus,21.25,Efectivo,XYZ-5678,12.0:51,Sí
2464,02-17-25,TEISA 1,Súper,40.51,3.1,125.58,Bus,125.57,Efectivo,Unidad 303,11.0:38,Sí
2465,02-17-25,TEISA 1,Extra,32.51,2.4,78.02,SUV,78.03,Efectivo,TUV-8765,21.0:25,No
2466,02-17-25,TEISA 1,Súper,32.45,3.1,100.6,Bus,100.58,Efectivo,Unidad 202,5.0:41,Sí
2467,02-17-25,TEISA 1,Extra,22.88,2.4,54.91,Camioneta,54.91,Efectivo,XYZ-5678,20.0:49,No
2468,02-17-25,TEISA 1,Súper,8.3,3.1,25.73,Bus,25.74,Transferencia,XYZ-5678,10.0:45,No
2469,02-18-25,TEISA 1,Extra,43.8,2.4,105.12,Bus,105.11,Tarjeta,Unidad 202,10.0:59,Sí
2470,02-18-25,TEISA 2,Súper,21.28,3.1,65.97,SUV,65.98,Tarjeta,XYZ-5678,15.0:24,Sí
2471,02-18-25,TEISA 1,Súper,62.87,3.1,194.9,Bus,194.89,Tarjeta,Unidad 101,20.0:24,Sí
2472,02-18-25,TEISA 1,Extra,29.2,2.4,70.08,Bus,70.07,Efectivo,KLM-4321,19.0000000,Sí
2473,02-18-25,TEISA 1,Súper,34.22,3.1,106.08,Bus,106.09,Tarjeta,Unidad 202,5.0000000,Sí
2474,02-18-25,TEISA 1,Diésel,61.63,1.8,110.93,Bus,110.93,Tarjeta,Unidad 101,18.0000000,Sí
2475,02-19-25,TEISA 1,Extra,9.29,2.4,22.3,SUV,22.29,Transferencia,TUV-8765,9.0:33,Sí
2476,02-19-25,TEISA 1,Diésel,20.05,1.8,36.09,Bus,36.09,Transferencia,TUV-8765,9.0:27,No
2477,02-19-25,TEISA 1,Extra,30.41,2.4,72.98,Bus,72.99,Efectivo,TUV-8765,6.0:45,Sí
2478,02-19-25,TEISA 2,Extra,9.12,2.4,21.89,SUV,21.89,Transferencia,KLM-4321,8.0:27,Sí
2479,02-19-25,TEISA 1,Extra,77.63,2.4,186.31,Bus,186.31,Transferencia,Unidad 404,7.0:49,Sí
2480,02-19-25,TEISA 2,Extra,80.73,2.4,193.75,Bus,193.76,Transferencia,Unidad 404,11.0000000,Sí
2481,02-19-25,TEISA 1,Extra,13.38,2.4,32.11,Bus,32.11,Transferencia,XYZ-5678,5.000005,No
2482,02-20-25,TEISA 1,Diésel,6.46,1.8,11.63,Sedán,11.63,Efectivo,TUV-8765,14.0:35,No
2483,02-20-25,TEISA 1,Súper,58.24,3.1,180.54,Bus,180.54,Transferencia,Unidad 202,18.0:35,Sí
2484,02-20-25,TEISA 1,Extra,69.92,2.4,167.81,Bus,167.81,Efectivo,Unidad 404,16.0:31,Sí
2485,02-20-25,TEISA 2,Diésel,5.67,1.8,10.21,Sedán,10.2,Tarjeta,KLM-4321,16.0:44,No
2486,02-20-25,TEISA 1,Extra,59.0,2.4,141.6,Bus,141.6,Transferencia,Unidad 101,21.0000000,Sí
2487,02-20-25,TEISA 1,Diésel,11.12,1.8,20.02,SUV,20.01,Tarjeta,KLM-4321,8.0:54,Sí
2488,02-20-25,TEISA 2,Súper,17.63,3.1,54.65,Motocicleta,54.66,Transferencia,XYZ-5678,15.0:49,No
2489,02-21-25,TEISA 2,Súper,58.74,3.1,182.09,Bus,182.09,Tarjeta,Unidad 202,18.0:14,Sí
2490,02-21-25,TEISA 1,Diésel,83.37,1.8,150.07,Bus,150.07,Efectivo,Unidad 303,18.0:59,Sí
2491,02-21-25,TEISA 1,Diésel,42.23,1.8,76.01,Sedán,76.01,Efectivo,XYZ-5678,21.0:19,No
2492,02-21-25,TEISA 1,Súper,19.63,3.1,60.85,Camioneta,60.85,Efectivo,XYZ-5678,8.0:46,No
2493,02-21-25,TEISA 1,Diésel,23.16,1.8,41.69,SUV,41.68,Transferencia,TUV-8765,19.0:12,Sí
2494,02-22-25,TEISA 2,Súper,5.72,3.1,17.73,Motocicleta,17.74,Transferencia,ABC-1234,12.0:23,Sí
2495,02-22-25,TEISA 1,Súper,18.78,3.1,58.22,Motocicleta,58.23,Tarjeta,TUV-8765,17.0000000,Sí
2496,02-22-25,TEISA 1,Extra,68.06,2.4,163.34,Bus,163.35,Efectivo,Unidad 101,18.0:23,Sí
2497,02-22-25,TEISA 1,Diésel,91.94,1.8,165.49,Bus,165.49,Tarjeta,Unidad 202,21.0:21,Sí
2498,02-22-25,TEISA 1,Súper,60.59,3.1,187.83,Bus,187.82,Efectivo,Unidad 404,20.0000000,Sí
2499,02-22-25,TEISA 1,Extra,52.95,2.4,127.08,Bus,127.07,Transferencia,Unidad 101,20.0:26,Sí
2500,02-22-25,TEISA 1,Súper,3.55,3.1,11.0,Bus,10.99,Tarjeta,TUV-8765,16.0:16,No
2501,02-23-25,TEISA 1,Diésel,22.0,1.8,39.6,Camioneta,39.6,Transferencia,ABC-1234,11.0:15,Sí
2502,02-23-25,TEISA 1,Extra,32.98,2.4,79.15,Sedán,79.15,Efectivo,ABC-1234,9.0000000,Sí
2503,02-23-25,TEISA 2,Súper,18.42,3.1,57.1,Motocicleta,57.09,Tarjeta,XYZ-5678,12.000002,Sí
2504,02-23-25,TEISA 1,Extra,69.86,2.4,167.66,Bus,167.67,Efectivo,Unidad 101,10.0:47,Sí
2505,02-24-25,TEISA 1,Diésel,40.45,1.8,72.81,Motocicleta,72.81,Transferencia,ABC-1234,13.0:56,No
2506,02-24-25,TEISA 1,Extra,12.84,2.4,30.82,Motocicleta,30.81,Tarjeta,XYZ-5678,9.0000000,Sí
2507,02-24-25,TEISA 2,Diésel,39.57,1.8,71.23,Camioneta,71.22,Efectivo,ABC-1234,11.000003,No
2508,02-24-25,TEISA 1,Súper,10.57,3.1,32.77,Bus,32.77,Efectivo,TUV-8765,15.000004,Sí
2509,02-24-25,TEISA 1,Extra,12.78,2.4,30.67,Motocicleta,30.66,Transferencia,KLM-4321,13.0:47,No
2510,02-24-25,TEISA 1,Súper,7.59,3.1,23.53,Bus,23.54,Efectivo,TUV-8765,21.0:24,No
2511,02-24-25,TEISA 1,Extra,49.37,2.4,118.49,Bus,118.49,Transferencia,Unidad 101,19.0:13,Sí
2512,02-24-25,TEISA 2,Súper,64.24,3.1,199.14,Bus,199.14,Tarjeta,Unidad 101,6.0:35,Sí
2513,02-25-25,TEISA 1,Diésel,23.37,1.8,42.07,SUV,42.06,Transferencia,ABC-1234,9.0000000,Sí
2514,02-25-25,TEISA 1,Súper,11.37,3.1,35.25,SUV,35.26,Efectivo,XYZ-5678,20.0:18,Sí
2515,02-25-25,TEISA 2,Súper,14.39,3.1,44.61,Motocicleta,44.6,Transferencia,XYZ-5678,20.0:27,No
2516,02-25-25,TEISA 1,Extra,25.43,2.4,61.03,Sedán,61.03,Tarjeta,TUV-8765,11.000006,Sí
2517,02-25-25,TEISA 1,Súper,23.35,3.1,72.39,SUV,72.38,Efectivo,TUV-8765,8.000003,Sí
2518,02-25-25,TEISA 1,Súper,5.3,3.1,16.43,Camioneta,16.42,Transferencia,TUV-8765,12.0:41,No
2519,02-26-25,TEISA 1,Súper,6.31,3.1,19.56,Sedán,19.56,Transferencia,KLM-4321,5.0:15,Sí
2520,02-26-25,TEISA 1,Súper,13.05,3.1,40.46,Sedán,40.47,Efectivo,TUV-8765,14.0:58,No
2521,02-26-25,TEISA 1,Extra,32.48,2.4,77.95,Camioneta,77.95,Transferencia,ABC-1234,7.0:33,Sí
2522,02-26-25,TEISA 2,Extra,10.74,2.4,25.78,Sedán,25.77,Tarjeta,KLM-4321,9.0:55,No
2523,02-26-25,TEISA 1,Diésel,10.92,1.8,19.66,Sedán,19.65,Efectivo,XYZ-5678,21.0000000,No
2524,02-26-25,TEISA 1,Diésel,23.35,1.8,42.03,SUV,42.03,Tarjeta,XYZ-5678,17.0:37,No
2525,02-27-25,TEISA 1,Extra,19.75,2.4,47.4,Bus,47.39,Transferencia,TUV-8765,5.0:33,No
2526,02-27-25,TEISA 1,Extra,68.19,2.4,163.66,Bus,163.65,Tarjeta,Unidad 202,15.000006,Sí
2527,02-27-25,TEISA 1,Diésel,5.57,1.8,10.03,Bus,10.03,Tarjeta,ABC-1234,11.0:51,No
2528,02-27-25,TEISA 1,Extra,65.13,2.4,156.31,Bus,156.31,Transferencia,Unidad 404,18.0:29,Sí
2529,02-27-25,TEISA 1,Diésel,24.52,1.8,44.14,Sedán,44.14,Tarjeta,XYZ-5678,7.0:48,Sí
2530,02-28-25,TEISA 1,Diésel,64.34,1.8,115.81,Bus,115.82,Transferencia,Unidad 404,13.0:28,Sí
2531,02-28-25,TEISA 2,Diésel,33.11,1.8,59.6,Camioneta,59.6,Transferencia,KLM-4321,0.0:22,No
2532,02-28-25,TEISA 1,Diésel,98.81,1.8,177.86,Bus,177.85,Tarjeta,Unidad 303,7.0000000,Sí
2533,02-28-25,TEISA 1,Súper,38.91,3.1,120.62,Bus,120.62,Transferencia,Unidad 202,17.0:38,Sí
2534,02-28-25,TEISA 1,Súper,11.65,3.1,36.12,Sedán,36.13,Efectivo,XYZ-5678,14.0:46,Sí
2535,02-28-25,TEISA 1,Diésel,105.82,1.8,190.48,Bus,190.47,Transferencia,Unidad 202,18.0:47,Sí
2536,02-28-25,TEISA 2,Súper,23.11,3.1,71.64,Sedán,71.65,Efectivo,ABC-1234,9.0:18,No
2537,02-28-25,TEISA 1,Diésel,7.38,1.8,13.28,Motocicleta,13.29,Tarjeta,ABC-1234,17.000002,No
2538,03-01-25,TEISA 1,Diésel,91.17,1.8,164.11,Bus,164.1,Efectivo,Unidad 404,10.0:12,Sí
2539,03-01-25,TEISA 1,Diésel,105.33,1.8,189.59,Bus,189.6,Tarjeta,Unidad 404,17.0:21,Sí
2540,03-01-25,TEISA 1,Diésel,27.56,1.8,49.61,Bus,49.6,Tarjeta,KLM-4321,12.000001,No
2541,03-01-25,TEISA 1,Súper,11.93,3.1,36.98,Bus,36.97,Efectivo,XYZ-5678,15.000005,Sí
2542,03-01-25,TEISA 1,Diésel,40.48,1.8,72.86,Camioneta,72.87,Transferencia,XYZ-5678,7.000005,No
2543,03-01-25,TEISA 1,Súper,10.07,3.1,31.22,Camioneta,31.22,Transferencia,TUV-8765,6.0:37,Sí
2544,03-01-25,TEISA 1,Súper,63.69,3.1,197.44,Bus,197.44,Tarjeta,Unidad 101,11.0:15,Sí
2545,03-02-25,TEISA 1,Diésel,108.94,1.8,196.09,Bus,196.09,Transferencia,Unidad 404,12.000003,Sí
2546,03-02-25,TEISA 1,Diésel,68.78,1.8,123.8,Bus,123.81,Tarjeta,Unidad 202,7.0000000,Sí
2547,03-02-25,TEISA 1,Diésel,32.24,1.8,58.03,Camioneta,58.04,Tarjeta,KLM-4321,8.0:24,Sí
2548,03-02-25,TEISA 1,Súper,53.32,3.1,165.29,Bus,165.3,Tarjeta,Unidad 404,20.0:14,Sí
2549,03-02-25,TEISA 1,Extra,16.23,2.4,38.95,Sedán,38.94,Transferencia,TUV-8765,19.0:39,No
2550,03-02-25,TEISA 1,Diésel,100.98,1.8,181.76,Bus,181.77,Efectivo,Unidad 303,15.0:41,Sí
2551,03-02-25,TEISA 1,Diésel,41.83,1.8,75.29,SUV,75.29,Tarjeta,TUV-8765,11.0:12,Sí
2552,03-03-25,TEISA 1,Súper,22.56,3.1,69.94,Bus,69.93,Tarjeta,KLM-4321,16.0:46,No
2553,03-03-25,TEISA 1,Diésel,6.58,1.8,11.84,Sedán,11.85,Transferencia,ABC-1234,9.0:25,No
2554,03-03-25,TEISA 1,Extra,76.87,2.4,184.49,Bus,184.48,Tarjeta,Unidad 202,21.0:36,Sí
2555,03-03-25,TEISA 1,Súper,41.65,3.1,129.12,Bus,129.1,Efectivo,Unidad 101,12.0000000,Sí
2556,03-03-25,TEISA 1,Súper,17.98,3.1,55.74,Sedán,55.73,Efectivo,ABC-1234,18.0000000,No
2557,03-03-25,TEISA 1,Extra,8.22,2.4,19.73,Bus,19.74,Efectivo,XYZ-5678,21.000008,No
2558,03-03-25,TEISA 1,Extra,4.28,2.4,10.27,SUV,10.28,Tarjeta,XYZ-5678,21.0:49,No
2559,03-03-25,TEISA 1,Súper,19.52,3.1,60.51,Bus,60.52,Transferencia,KLM-4321,20.0:51,No
2560,03-04-25,TEISA 1,Súper,46.8,3.1,145.08,Bus,145.07,Tarjeta,Unidad 404,18.0:14,Sí
2561,03-04-25,TEISA 1,Súper,5.77,3.1,17.89,Bus,17.9,Efectivo,TUV-8765,0.0:22,No
2562,03-04-25,TEISA 1,Súper,18.98,3.1,58.84,Motocicleta,58.83,Efectivo,ABC-1234,16.0:16,Sí
2563,03-04-25,TEISA 1,Extra,51.61,2.4,123.86,Bus,123.86,Transferencia,Unidad 303,6.0:15,Sí
2564,03-04-25,TEISA 1,Súper,6.96,3.1,21.58,Sedán,21.59,Tarjeta,KLM-4321,13.000004,No
2565,03-04-25,TEISA 1,Diésel,20.64,1.8,37.15,Bus,37.15,Transferencia,XYZ-5678,7.0:45,Sí
2566,03-04-25,TEISA 1,Diésel,36.0,1.8,64.8,Bus,64.8,Efectivo,KLM-4321,16.0:35,No
2567,03-04-25,TEISA 1,Extra,42.06,2.4,100.94,Bus,100.95,Efectivo,Unidad 404,18.0:18,Sí
2568,03-05-25,TEISA 1,Extra,4.42,2.4,10.61,SUV,10.62,Efectivo,TUV-8765,18.0:32,Sí
2569,03-05-25,TEISA 1,Diésel,19.39,1.8,34.9,Motocicleta,34.91,Tarjeta,ABC-1234,15.0:19,Sí
2570,03-05-25,TEISA 1,Extra,18.54,2.4,44.5,Bus,44.49,Efectivo,KLM-4321,9.0:37,Sí
2571,03-05-25,TEISA 2,Diésel,19.6,1.8,35.28,SUV,35.28,Tarjeta,TUV-8765,18.0:57,Sí
2572,03-06-25,TEISA 1,Diésel,85.51,1.8,153.92,Bus,153.91,Transferencia,Unidad 303,8.0:13,Sí
2573,03-06-25,TEISA 1,Extra,64.41,2.4,154.58,Bus,154.59,Tarjeta,Unidad 202,7.0:27,Sí
2574,03-06-25,TEISA 1,Extra,14.0,2.4,33.6,Camioneta,33.61,Tarjeta,KLM-4321,7.0:37,No
2575,03-06-25,TEISA 1,Diésel,67.06,1.8,120.71,Bus,120.7,Efectivo,Unidad 202,17.0:14,Sí
2576,03-06-25,TEISA 1,Extra,65.6,2.4,157.44,Bus,157.43,Tarjeta,Unidad 101,6.0:27,Sí
2577,03-06-25,TEISA 1,Súper,7.44,3.1,23.06,SUV,23.06,Efectivo,TUV-8765,13.000002,No
2578,03-06-25,TEISA 1,Súper,56.91,3.1,176.42,Bus,176.43,Transferencia,Unidad 404,13.0:45,Sí
2579,03-06-25,TEISA 1,Diésel,70.46,1.8,126.83,Bus,126.82,Efectivo,Unidad 101,21.0:17,Sí
2580,03-07-25,TEISA 1,Diésel,10.56,1.8,19.01,SUV,19.01,Tarjeta,TUV-8765,12.0:15,Sí
2581,03-07-25,TEISA 2,Extra,28.52,2.4,68.45,Sedán,68.46,Efectivo,TUV-8765,15.0:57,Sí
2582,03-07-25,TEISA 1,Súper,13.43,3.1,41.63,Camioneta,41.62,Transferencia,TUV-8765,21.0:57,No
2583,03-07-25,TEISA 2,Diésel,39.31,1.8,70.76,Bus,70.75,Efectivo,KLM-4321,20.000001,No
2584,03-07-25,TEISA 2,Diésel,89.72,1.8,161.5,Bus,161.49,Efectivo,Unidad 404,17.0000000,Sí
